node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
GO:0002865	GO:0002864	biological_function	biological_function	negative regulation of acute inflammatory response to antigenic stimulus	regulation of acute inflammatory response to antigenic stimulus
GO:0002886	GO:0002444	biological_function	biological_function	regulation of myeloid leukocyte mediated immunity	myeloid leukocyte mediated immunity
GO:0002886	GO:0002703	biological_function	biological_function	regulation of myeloid leukocyte mediated immunity	regulation of leukocyte mediated immunity
GO:0002887	GO:0002444	biological_function	biological_function	negative regulation of myeloid leukocyte mediated immunity	myeloid leukocyte mediated immunity
GO:0002887	GO:0002704	biological_function	biological_function	negative regulation of myeloid leukocyte mediated immunity	negative regulation of leukocyte mediated immunity
GO:0002887	GO:0002886	biological_function	biological_function	negative regulation of myeloid leukocyte mediated immunity	regulation of myeloid leukocyte mediated immunity
GO:0002888	GO:0002444	biological_function	biological_function	positive regulation of myeloid leukocyte mediated immunity	myeloid leukocyte mediated immunity
GO:0002888	GO:0002886	biological_function	biological_function	positive regulation of myeloid leukocyte mediated immunity	regulation of myeloid leukocyte mediated immunity
GO:0002888	GO:0002705	biological_function	biological_function	positive regulation of myeloid leukocyte mediated immunity	positive regulation of leukocyte mediated immunity
GO:0002889	GO:0016064	biological_function	biological_function	regulation of immunoglobulin mediated immune response	immunoglobulin mediated immune response
GO:0002889	GO:0002712	biological_function	biological_function	regulation of immunoglobulin mediated immune response	regulation of B cell mediated immunity
GO:0002890	GO:0016064	biological_function	biological_function	negative regulation of immunoglobulin mediated immune response	immunoglobulin mediated immune response
GO:0002890	GO:0002889	biological_function	biological_function	negative regulation of immunoglobulin mediated immune response	regulation of immunoglobulin mediated immune response
GO:0002890	GO:0002713	biological_function	biological_function	negative regulation of immunoglobulin mediated immune response	negative regulation of B cell mediated immunity
GO:0002891	GO:0016064	biological_function	biological_function	positive regulation of immunoglobulin mediated immune response	immunoglobulin mediated immune response
GO:0002891	GO:0002714	biological_function	biological_function	positive regulation of immunoglobulin mediated immune response	positive regulation of B cell mediated immunity
GO:0002891	GO:0002889	biological_function	biological_function	positive regulation of immunoglobulin mediated immune response	regulation of immunoglobulin mediated immune response
GO:0002902	GO:0001783	biological_function	biological_function	regulation of B cell apoptotic process	B cell apoptotic process
GO:0002902	GO:0070228	biological_function	biological_function	regulation of B cell apoptotic process	regulation of lymphocyte apoptotic process
GO:0070228	GO:0070227	biological_function	biological_function	regulation of lymphocyte apoptotic process	lymphocyte apoptotic process
GO:0070228	GO:2000106	biological_function	biological_function	regulation of lymphocyte apoptotic process	regulation of leukocyte apoptotic process
GO:0002903	GO:0001783	biological_function	biological_function	negative regulation of B cell apoptotic process	B cell apoptotic process
GO:0002903	GO:0002902	biological_function	biological_function	negative regulation of B cell apoptotic process	regulation of B cell apoptotic process
GO:0002903	GO:0070229	biological_function	biological_function	negative regulation of B cell apoptotic process	negative regulation of lymphocyte apoptotic process
GO:0070229	GO:0070227	biological_function	biological_function	negative regulation of lymphocyte apoptotic process	lymphocyte apoptotic process
GO:0070229	GO:0070228	biological_function	biological_function	negative regulation of lymphocyte apoptotic process	regulation of lymphocyte apoptotic process
GO:0070229	GO:2000107	biological_function	biological_function	negative regulation of lymphocyte apoptotic process	negative regulation of leukocyte apoptotic process
GO:0002904	GO:0001783	biological_function	biological_function	positive regulation of B cell apoptotic process	B cell apoptotic process
GO:0002904	GO:0070230	biological_function	biological_function	positive regulation of B cell apoptotic process	positive regulation of lymphocyte apoptotic process
GO:0002904	GO:0002902	biological_function	biological_function	positive regulation of B cell apoptotic process	regulation of B cell apoptotic process
GO:0070230	GO:0070227	biological_function	biological_function	positive regulation of lymphocyte apoptotic process	lymphocyte apoptotic process
GO:0070230	GO:2000108	biological_function	biological_function	positive regulation of lymphocyte apoptotic process	positive regulation of leukocyte apoptotic process
GO:0070230	GO:0070228	biological_function	biological_function	positive regulation of lymphocyte apoptotic process	regulation of lymphocyte apoptotic process
GO:0002905	GO:0002902	biological_function	biological_function	regulation of mature B cell apoptotic process	regulation of B cell apoptotic process
GO:0002905	GO:0002682	biological_function	biological_function	regulation of mature B cell apoptotic process	regulation of immune system process
GO:0002905	GO:0032844	biological_function	biological_function	regulation of mature B cell apoptotic process	regulation of homeostatic process
GO:0032844	GO:0042592	biological_function	biological_function	regulation of homeostatic process	homeostatic process
GO:0032844	GO:0065008	biological_function	biological_function	regulation of homeostatic process	regulation of biological quality
GO:0032844	GO:0050789	biological_function	biological_function	regulation of homeostatic process	regulation of biological process
GO:0002906	GO:0002683	biological_function	biological_function	negative regulation of mature B cell apoptotic process	negative regulation of immune system process
GO:0002906	GO:0032845	biological_function	biological_function	negative regulation of mature B cell apoptotic process	negative regulation of homeostatic process
GO:0002906	GO:0002903	biological_function	biological_function	negative regulation of mature B cell apoptotic process	negative regulation of B cell apoptotic process
GO:0002906	GO:0002905	biological_function	biological_function	negative regulation of mature B cell apoptotic process	regulation of mature B cell apoptotic process
GO:0032845	GO:0042592	biological_function	biological_function	negative regulation of homeostatic process	homeostatic process
GO:0032845	GO:0032844	biological_function	biological_function	negative regulation of homeostatic process	regulation of homeostatic process
GO:0032845	GO:0048519	biological_function	biological_function	negative regulation of homeostatic process	negative regulation of biological process
GO:0002921	GO:0006959	biological_function	biological_function	negative regulation of humoral immune response	humoral immune response
GO:0002921	GO:0050777	biological_function	biological_function	negative regulation of humoral immune response	negative regulation of immune response
GO:0002921	GO:0002920	biological_function	biological_function	negative regulation of humoral immune response	regulation of humoral immune response
GO:0002923	GO:0002455	biological_function	biological_function	regulation of humoral immune response mediated by circulating immunoglobulin	humoral immune response mediated by circulating immunoglobulin
GO:0002923	GO:0002889	biological_function	biological_function	regulation of humoral immune response mediated by circulating immunoglobulin	regulation of immunoglobulin mediated immune response
GO:0002923	GO:0002920	biological_function	biological_function	regulation of humoral immune response mediated by circulating immunoglobulin	regulation of humoral immune response
GO:0002924	GO:0002455	biological_function	biological_function	negative regulation of humoral immune response mediated by circulating immunoglobulin	humoral immune response mediated by circulating immunoglobulin
GO:0002924	GO:0002921	biological_function	biological_function	negative regulation of humoral immune response mediated by circulating immunoglobulin	negative regulation of humoral immune response
GO:0002924	GO:0002923	biological_function	biological_function	negative regulation of humoral immune response mediated by circulating immunoglobulin	regulation of humoral immune response mediated by circulating immunoglobulin
GO:0002924	GO:0002890	biological_function	biological_function	negative regulation of humoral immune response mediated by circulating immunoglobulin	negative regulation of immunoglobulin mediated immune response
GO:0002933	GO:0030258	biological_function	biological_function	lipid hydroxylation	lipid modification
GO:0030258	GO:0044255	biological_function	biological_function	lipid modification	cellular lipid metabolic process
GO:0045216	GO:0034330	biological_function	biological_function	cell-cell junction organization	cell junction organization
GO:0003002	GO:0007389	biological_function	biological_function	regionalization	pattern specification process
GO:0007389	GO:0007275	biological_function	biological_function	pattern specification process	multicellular organism development
GO:0007389	GO:0032501	biological_function	biological_function	pattern specification process	multicellular organismal process
GO:0032502	GO:0008150	biological_function	biological_function	developmental process	biological_process
GO:0022414	GO:0000003	biological_function	biological_function	reproductive process	reproduction
GO:0022414	GO:0008150	biological_function	biological_function	reproductive process	biological_process
GO:0003007	GO:0007507	biological_function	biological_function	heart morphogenesis	heart development
GO:0003007	GO:0009887	biological_function	biological_function	heart morphogenesis	animal organ morphogenesis
GO:0007507	GO:0048513	biological_function	biological_function	heart development	animal organ development
GO:0009887	GO:0048513	biological_function	biological_function	animal organ morphogenesis	animal organ development
GO:0009887	GO:0009653	biological_function	biological_function	animal organ morphogenesis	anatomical structure morphogenesis
GO:0003008	GO:0032501	biological_function	biological_function	system process	multicellular organismal process
GO:0003009	GO:0050881	biological_function	biological_function	skeletal muscle contraction	musculoskeletal movement
GO:0003009	GO:0006941	biological_function	biological_function	skeletal muscle contraction	striated muscle contraction
GO:0050881	GO:0050879	biological_function	biological_function	musculoskeletal movement	multicellular organismal movement
GO:0006941	GO:0006936	biological_function	biological_function	striated muscle contraction	muscle contraction
GO:0003012	GO:0003008	biological_function	biological_function	muscle system process	system process
GO:0003013	GO:0003008	biological_function	biological_function	circulatory system process	system process
GO:0003014	GO:0003008	biological_function	biological_function	renal system process	system process
GO:0003015	GO:0003013	biological_function	biological_function	heart process	circulatory system process
GO:0007585	GO:0032501	biological_function	biological_function	respiratory gaseous exchange	multicellular organismal process
GO:0003018	GO:0003013	biological_function	biological_function	vascular process in circulatory system	circulatory system process
GO:0003032	GO:0009593	biological_function	biological_function	detection of oxygen	detection of chemical stimulus
GO:0003032	GO:0070482	biological_function	biological_function	detection of oxygen	response to oxygen levels
GO:0009593	GO:0042221	biological_function	biological_function	detection of chemical stimulus	response to chemical
GO:0009593	GO:0051606	biological_function	biological_function	detection of chemical stimulus	detection of stimulus
GO:0070482	GO:0009628	biological_function	biological_function	response to oxygen levels	response to abiotic stimulus
GO:0003073	GO:0008217	biological_function	biological_function	regulation of systemic arterial blood pressure	regulation of blood pressure
GO:0003051	GO:0042756	biological_function	biological_function	angiotensin-mediated drinking behavior	drinking behavior
GO:0042756	GO:0007631	biological_function	biological_function	drinking behavior	feeding behavior
GO:0003056	GO:0014829	biological_function	biological_function	regulation of vascular smooth muscle contraction	vascular smooth muscle contraction
GO:0003056	GO:0006940	biological_function	biological_function	regulation of vascular smooth muscle contraction	regulation of smooth muscle contraction
GO:0003056	GO:0019229	biological_function	biological_function	regulation of vascular smooth muscle contraction	regulation of vasoconstriction
GO:0014829	GO:0006939	biological_function	biological_function	vascular smooth muscle contraction	smooth muscle contraction
GO:0014829	GO:0042310	biological_function	biological_function	vascular smooth muscle contraction	vasoconstriction
GO:0006940	GO:0006939	biological_function	biological_function	regulation of smooth muscle contraction	smooth muscle contraction
GO:0006940	GO:0006937	biological_function	biological_function	regulation of smooth muscle contraction	regulation of muscle contraction
GO:0019229	GO:0042310	biological_function	biological_function	regulation of vasoconstriction	vasoconstriction
GO:0019229	GO:0097746	biological_function	biological_function	regulation of vasoconstriction	regulation of blood vessel diameter
GO:0019229	GO:1903522	biological_function	biological_function	regulation of vasoconstriction	regulation of blood circulation
GO:0003057	GO:0002026	biological_function	biological_function	regulation of the force of heart contraction by chemical signal	regulation of the force of heart contraction
GO:0003062	GO:0002027	biological_function	biological_function	regulation of heart rate by chemical signal	regulation of heart rate
GO:0008217	GO:0008015	biological_function	biological_function	regulation of blood pressure	blood circulation
GO:0008217	GO:0065008	biological_function	biological_function	regulation of blood pressure	regulation of biological quality
GO:0003081	GO:0001990	biological_function	biological_function	regulation of systemic arterial blood pressure by renin-angiotensin	regulation of systemic arterial blood pressure by hormone
GO:0045777	GO:0008217	biological_function	biological_function	positive regulation of blood pressure	regulation of blood pressure
GO:0003085	GO:0003073	biological_function	biological_function	negative regulation of systemic arterial blood pressure	regulation of systemic arterial blood pressure
GO:0003085	GO:0045776	biological_function	biological_function	negative regulation of systemic arterial blood pressure	negative regulation of blood pressure
GO:0045776	GO:0008217	biological_function	biological_function	negative regulation of blood pressure	regulation of blood pressure
GO:0003091	GO:0003014	biological_function	biological_function	renal water homeostasis	renal system process
GO:0003091	GO:0050891	biological_function	biological_function	renal water homeostasis	multicellular organismal water homeostasis
GO:0050891	GO:0048871	biological_function	biological_function	multicellular organismal water homeostasis	multicellular organismal homeostasis
GO:0050891	GO:0030104	biological_function	biological_function	multicellular organismal water homeostasis	water homeostasis
GO:0050891	GO:0050878	biological_function	biological_function	multicellular organismal water homeostasis	regulation of body fluid levels
GO:0003093	GO:0003094	biological_function	biological_function	regulation of glomerular filtration	glomerular filtration
GO:0003093	GO:0001977	biological_function	biological_function	regulation of glomerular filtration	renal system process involved in regulation of blood volume
GO:0003093	GO:0098801	biological_function	biological_function	regulation of glomerular filtration	regulation of renal system process
GO:0003094	GO:0097205	biological_function	biological_function	glomerular filtration	renal filtration
GO:0098801	GO:0003014	biological_function	biological_function	regulation of renal system process	renal system process
GO:0098801	GO:0044057	biological_function	biological_function	regulation of renal system process	regulation of system process
GO:0097205	GO:0003014	biological_function	biological_function	renal filtration	renal system process
GO:0003096	GO:0003014	biological_function	biological_function	renal sodium ion transport	renal system process
GO:0003096	GO:0006814	biological_function	biological_function	renal sodium ion transport	sodium ion transport
GO:0003097	GO:0003091	biological_function	biological_function	renal water transport	renal water homeostasis
GO:0003097	GO:0003014	biological_function	biological_function	renal water transport	renal system process
GO:0003097	GO:0006833	biological_function	biological_function	renal water transport	water transport
GO:0006833	GO:0042044	biological_function	biological_function	water transport	fluid transport
GO:0003100	GO:0001990	biological_function	biological_function	regulation of systemic arterial blood pressure by endothelin	regulation of systemic arterial blood pressure by hormone
GO:0003108	GO:0003057	biological_function	biological_function	negative regulation of the force of heart contraction by chemical signal	regulation of the force of heart contraction by chemical signal
GO:0003108	GO:0045822	biological_function	biological_function	negative regulation of the force of heart contraction by chemical signal	negative regulation of heart contraction
GO:0045822	GO:0060047	biological_function	biological_function	negative regulation of heart contraction	heart contraction
GO:0045822	GO:1903523	biological_function	biological_function	negative regulation of heart contraction	negative regulation of blood circulation
GO:0045822	GO:0008016	biological_function	biological_function	negative regulation of heart contraction	regulation of heart contraction
GO:0003128	GO:0010092	biological_function	biological_function	heart field specification	specification of animal organ identity
GO:0010092	GO:0003002	biological_function	biological_function	specification of animal organ identity	regionalization
GO:0003130	GO:0030509	biological_function	biological_function	BMP signaling pathway involved in heart induction	BMP signaling pathway
GO:0003130	GO:1905114	biological_function	biological_function	BMP signaling pathway involved in heart induction	cell surface receptor signaling pathway involved in cell-cell signaling
GO:0030509	GO:0071773	biological_function	biological_function	BMP signaling pathway	cellular response to BMP stimulus
GO:0030509	GO:0006357	biological_function	biological_function	BMP signaling pathway	regulation of transcription by RNA polymerase II
GO:0030509	GO:0007178	biological_function	biological_function	BMP signaling pathway	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:1905114	GO:0007267	biological_function	biological_function	cell surface receptor signaling pathway involved in cell-cell signaling	cell-cell signaling
GO:1905114	GO:0007166	biological_function	biological_function	cell surface receptor signaling pathway involved in cell-cell signaling	cell surface receptor signaling pathway
GO:0003131	GO:0007267	biological_function	biological_function	mesodermal-endodermal cell signaling	cell-cell signaling
GO:0007267	GO:0007154	biological_function	biological_function	cell-cell signaling	cell communication
GO:0007267	GO:0023052	biological_function	biological_function	cell-cell signaling	signaling
GO:0003136	GO:0009997	biological_function	biological_function	negative regulation of heart induction by canonical Wnt signaling pathway	negative regulation of cardioblast cell fate specification
GO:0003136	GO:0100012	biological_function	biological_function	negative regulation of heart induction by canonical Wnt signaling pathway	regulation of heart induction by canonical Wnt signaling pathway
GO:0003136	GO:0061316	biological_function	biological_function	negative regulation of heart induction by canonical Wnt signaling pathway	canonical Wnt signaling pathway involved in heart development
GO:0003136	GO:1901320	biological_function	biological_function	negative regulation of heart induction by canonical Wnt signaling pathway	negative regulation of heart induction
GO:0009997	GO:0051892	biological_function	biological_function	negative regulation of cardioblast cell fate specification	negative regulation of cardioblast differentiation
GO:0009997	GO:0042686	biological_function	biological_function	negative regulation of cardioblast cell fate specification	regulation of cardioblast cell fate specification
GO:0009997	GO:2000044	biological_function	biological_function	negative regulation of cardioblast cell fate specification	negative regulation of cardiac cell fate specification
GO:0100012	GO:0060070	biological_function	biological_function	regulation of heart induction by canonical Wnt signaling pathway	canonical Wnt signaling pathway
GO:0100012	GO:0090381	biological_function	biological_function	regulation of heart induction by canonical Wnt signaling pathway	regulation of heart induction
GO:0061316	GO:0060070	biological_function	biological_function	canonical Wnt signaling pathway involved in heart development	canonical Wnt signaling pathway
GO:0061316	GO:0003306	biological_function	biological_function	canonical Wnt signaling pathway involved in heart development	Wnt signaling pathway involved in heart development
GO:1901320	GO:0051093	biological_function	biological_function	negative regulation of heart induction	negative regulation of developmental process
GO:1901320	GO:0090381	biological_function	biological_function	negative regulation of heart induction	regulation of heart induction
GO:0003139	GO:0003128	biological_function	biological_function	secondary heart field specification	heart field specification
GO:0048562	GO:0048568	biological_function	biological_function	embryonic organ morphogenesis	embryonic organ development
GO:0048562	GO:0048598	biological_function	biological_function	embryonic organ morphogenesis	embryonic morphogenesis
GO:0048562	GO:0009887	biological_function	biological_function	embryonic organ morphogenesis	animal organ morphogenesis
GO:0060562	GO:0002009	biological_function	biological_function	epithelial tube morphogenesis	morphogenesis of an epithelium
GO:0060562	GO:0035239	biological_function	biological_function	epithelial tube morphogenesis	tube morphogenesis
GO:0048598	GO:0009790	biological_function	biological_function	embryonic morphogenesis	embryo development
GO:0048598	GO:0009653	biological_function	biological_function	embryonic morphogenesis	anatomical structure morphogenesis
GO:0003148	GO:0003151	biological_function	biological_function	outflow tract septum morphogenesis	outflow tract morphogenesis
GO:0003148	GO:0060411	biological_function	biological_function	outflow tract septum morphogenesis	cardiac septum morphogenesis
GO:0003151	GO:0003007	biological_function	biological_function	outflow tract morphogenesis	heart morphogenesis
GO:0003151	GO:0009653	biological_function	biological_function	outflow tract morphogenesis	anatomical structure morphogenesis
GO:0060411	GO:0003279	biological_function	biological_function	cardiac septum morphogenesis	cardiac septum development
GO:0060411	GO:0003206	biological_function	biological_function	cardiac septum morphogenesis	cardiac chamber morphogenesis
GO:0060411	GO:0009653	biological_function	biological_function	cardiac septum morphogenesis	anatomical structure morphogenesis
GO:0003156	GO:2000027	biological_function	biological_function	regulation of animal organ formation	regulation of organ morphogenesis
GO:2000027	GO:0009887	biological_function	biological_function	regulation of organ morphogenesis	animal organ morphogenesis
GO:2000027	GO:2000026	biological_function	biological_function	regulation of organ morphogenesis	regulation of multicellular organismal development
GO:2000027	GO:0022603	biological_function	biological_function	regulation of organ morphogenesis	regulation of anatomical structure morphogenesis
GO:0003159	GO:0002009	biological_function	biological_function	morphogenesis of an endothelium	morphogenesis of an epithelium
GO:0003161	GO:0048738	biological_function	biological_function	cardiac conduction system development	cardiac muscle tissue development
GO:0048738	GO:0007507	biological_function	biological_function	cardiac muscle tissue development	heart development
GO:0048738	GO:0014706	biological_function	biological_function	cardiac muscle tissue development	striated muscle tissue development
GO:0003165	GO:0003229	biological_function	biological_function	Purkinje myocyte development	ventricular cardiac muscle tissue development
GO:0003229	GO:0048738	biological_function	biological_function	ventricular cardiac muscle tissue development	cardiac muscle tissue development
GO:0003170	GO:0007507	biological_function	biological_function	heart valve development	heart development
GO:0003170	GO:0048856	biological_function	biological_function	heart valve development	anatomical structure development
GO:0003171	GO:0003170	biological_function	biological_function	atrioventricular valve development	heart valve development
GO:0003174	GO:0003171	biological_function	biological_function	mitral valve development	atrioventricular valve development
GO:0003179	GO:0003170	biological_function	biological_function	heart valve morphogenesis	heart valve development
GO:0003179	GO:0009653	biological_function	biological_function	heart valve morphogenesis	anatomical structure morphogenesis
GO:0003180	GO:0003179	biological_function	biological_function	aortic valve morphogenesis	heart valve morphogenesis
GO:0003181	GO:0003171	biological_function	biological_function	atrioventricular valve morphogenesis	atrioventricular valve development
GO:0003181	GO:0003179	biological_function	biological_function	atrioventricular valve morphogenesis	heart valve morphogenesis
GO:0003183	GO:0003174	biological_function	biological_function	mitral valve morphogenesis	mitral valve development
GO:0003183	GO:0003181	biological_function	biological_function	mitral valve morphogenesis	atrioventricular valve morphogenesis
GO:0003184	GO:0003179	biological_function	biological_function	pulmonary valve morphogenesis	heart valve morphogenesis
GO:0003188	GO:0003179	biological_function	biological_function	heart valve formation	heart valve morphogenesis
GO:0003188	GO:0048646	biological_function	biological_function	heart valve formation	anatomical structure formation involved in morphogenesis
GO:0003190	GO:0003181	biological_function	biological_function	atrioventricular valve formation	atrioventricular valve morphogenesis
GO:0003190	GO:0003188	biological_function	biological_function	atrioventricular valve formation	heart valve formation
GO:0003192	GO:0003183	biological_function	biological_function	mitral valve formation	mitral valve morphogenesis
GO:0003192	GO:0003190	biological_function	biological_function	mitral valve formation	atrioventricular valve formation
GO:0003193	GO:0003184	biological_function	biological_function	pulmonary valve formation	pulmonary valve morphogenesis
GO:0003193	GO:0003188	biological_function	biological_function	pulmonary valve formation	heart valve formation
GO:0003197	GO:0007507	biological_function	biological_function	endocardial cushion development	heart development
GO:0003197	GO:0060485	biological_function	biological_function	endocardial cushion development	mesenchyme development
GO:0060485	GO:0048513	biological_function	biological_function	mesenchyme development	animal organ development
GO:0060485	GO:0009888	biological_function	biological_function	mesenchyme development	tissue development
GO:0003206	GO:0003007	biological_function	biological_function	cardiac chamber morphogenesis	heart morphogenesis
GO:0003206	GO:0009653	biological_function	biological_function	cardiac chamber morphogenesis	anatomical structure morphogenesis
GO:0003207	GO:0003206	biological_function	biological_function	cardiac chamber formation	cardiac chamber morphogenesis
GO:0003207	GO:0048646	biological_function	biological_function	cardiac chamber formation	anatomical structure formation involved in morphogenesis
GO:0003208	GO:0003206	biological_function	biological_function	cardiac ventricle morphogenesis	cardiac chamber morphogenesis
GO:0003211	GO:0003208	biological_function	biological_function	cardiac ventricle formation	cardiac ventricle morphogenesis
GO:0003211	GO:0003207	biological_function	biological_function	cardiac ventricle formation	cardiac chamber formation
GO:0003214	GO:0003208	biological_function	biological_function	cardiac left ventricle morphogenesis	cardiac ventricle morphogenesis
GO:0003218	GO:0003214	biological_function	biological_function	cardiac left ventricle formation	cardiac left ventricle morphogenesis
GO:0003218	GO:0003211	biological_function	biological_function	cardiac left ventricle formation	cardiac ventricle formation
GO:0003219	GO:0003211	biological_function	biological_function	cardiac right ventricle formation	cardiac ventricle formation
GO:0003221	GO:0055010	biological_function	biological_function	right ventricular cardiac muscle tissue morphogenesis	ventricular cardiac muscle tissue morphogenesis
GO:0055010	GO:0003208	biological_function	biological_function	ventricular cardiac muscle tissue morphogenesis	cardiac ventricle morphogenesis
GO:0055010	GO:0003229	biological_function	biological_function	ventricular cardiac muscle tissue morphogenesis	ventricular cardiac muscle tissue development
GO:0055010	GO:0055008	biological_function	biological_function	ventricular cardiac muscle tissue morphogenesis	cardiac muscle tissue morphogenesis
GO:0003222	GO:0055010	biological_function	biological_function	ventricular trabecula myocardium morphogenesis	ventricular cardiac muscle tissue morphogenesis
GO:0003222	GO:0061384	biological_function	biological_function	ventricular trabecula myocardium morphogenesis	heart trabecula morphogenesis
GO:0061384	GO:0061383	biological_function	biological_function	heart trabecula morphogenesis	trabecula morphogenesis
GO:0003254	GO:0051899	biological_function	biological_function	regulation of membrane depolarization	membrane depolarization
GO:0003254	GO:0050794	biological_function	biological_function	regulation of membrane depolarization	regulation of cellular process
GO:0003254	GO:2000021	biological_function	biological_function	regulation of membrane depolarization	regulation of ion homeostasis
GO:0003254	GO:0042391	biological_function	biological_function	regulation of membrane depolarization	regulation of membrane potential
GO:0051899	GO:0042391	biological_function	biological_function	membrane depolarization	regulation of membrane potential
GO:0050794	GO:0009987	biological_function	biological_function	regulation of cellular process	cellular process
GO:0050794	GO:0050789	biological_function	biological_function	regulation of cellular process	regulation of biological process
GO:2000021	GO:0050801	biological_function	biological_function	regulation of ion homeostasis	ion homeostasis
GO:2000021	GO:0032844	biological_function	biological_function	regulation of ion homeostasis	regulation of homeostatic process
GO:0003256	GO:0060379	biological_function	biological_function	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	cardiac muscle cell myoblast differentiation
GO:0003256	GO:1901213	biological_function	biological_function	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	regulation of transcription from RNA polymerase II promoter involved in heart development
GO:0060379	GO:0045445	biological_function	biological_function	cardiac muscle cell myoblast differentiation	myoblast differentiation
GO:0060379	GO:0010002	biological_function	biological_function	cardiac muscle cell myoblast differentiation	cardioblast differentiation
GO:1901213	GO:0007507	biological_function	biological_function	regulation of transcription from RNA polymerase II promoter involved in heart development	heart development
GO:1901213	GO:0006357	biological_function	biological_function	regulation of transcription from RNA polymerase II promoter involved in heart development	regulation of transcription by RNA polymerase II
GO:0003257	GO:0003256	biological_function	biological_function	positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation
GO:0003257	GO:1901228	biological_function	biological_function	positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	positive regulation of transcription from RNA polymerase II promoter involved in heart development
GO:1901228	GO:1901213	biological_function	biological_function	positive regulation of transcription from RNA polymerase II promoter involved in heart development	regulation of transcription from RNA polymerase II promoter involved in heart development
GO:1901228	GO:0045944	biological_function	biological_function	positive regulation of transcription from RNA polymerase II promoter involved in heart development	positive regulation of transcription by RNA polymerase II
GO:0003264	GO:2000136	biological_function	biological_function	regulation of cardioblast proliferation	regulation of cell proliferation involved in heart morphogenesis
GO:0003264	GO:0003156	biological_function	biological_function	regulation of cardioblast proliferation	regulation of animal organ formation
GO:2000136	GO:2000826	biological_function	biological_function	regulation of cell proliferation involved in heart morphogenesis	regulation of heart morphogenesis
GO:2000136	GO:0042127	biological_function	biological_function	regulation of cell proliferation involved in heart morphogenesis	regulation of cell proliferation
GO:0003273	GO:0060973	biological_function	biological_function	cell migration involved in endocardial cushion formation	cell migration involved in heart development
GO:0060973	GO:0007507	biological_function	biological_function	cell migration involved in heart development	heart development
GO:0060973	GO:0016477	biological_function	biological_function	cell migration involved in heart development	cell migration
GO:0003279	GO:0048856	biological_function	biological_function	cardiac septum development	anatomical structure development
GO:0003281	GO:0003279	biological_function	biological_function	ventricular septum development	cardiac septum development
GO:0003283	GO:0003279	biological_function	biological_function	atrial septum development	cardiac septum development
GO:0003285	GO:0003283	biological_function	biological_function	septum secundum development	atrial septum development
GO:0003289	GO:0060413	biological_function	biological_function	atrial septum primum morphogenesis	atrial septum morphogenesis
GO:0060413	GO:0003283	biological_function	biological_function	atrial septum morphogenesis	atrial septum development
GO:0060413	GO:0060411	biological_function	biological_function	atrial septum morphogenesis	cardiac septum morphogenesis
GO:0003290	GO:0003285	biological_function	biological_function	atrial septum secundum morphogenesis	septum secundum development
GO:0003290	GO:0060413	biological_function	biological_function	atrial septum secundum morphogenesis	atrial septum morphogenesis
GO:0003299	GO:0043500	biological_function	biological_function	muscle hypertrophy in response to stress	muscle adaptation
GO:0003299	GO:0006950	biological_function	biological_function	muscle hypertrophy in response to stress	response to stress
GO:0003299	GO:0014896	biological_function	biological_function	muscle hypertrophy in response to stress	muscle hypertrophy
GO:0043500	GO:0050896	biological_function	biological_function	muscle adaptation	response to stimulus
GO:0043500	GO:0003012	biological_function	biological_function	muscle adaptation	muscle system process
GO:0014896	GO:0003012	biological_function	biological_function	muscle hypertrophy	muscle system process
GO:0003300	GO:0014897	biological_function	biological_function	cardiac muscle hypertrophy	striated muscle hypertrophy
GO:0014897	GO:0014896	biological_function	biological_function	striated muscle hypertrophy	muscle hypertrophy
GO:0003306	GO:0016055	biological_function	biological_function	Wnt signaling pathway involved in heart development	Wnt signaling pathway
GO:0003306	GO:0061311	biological_function	biological_function	Wnt signaling pathway involved in heart development	cell surface receptor signaling pathway involved in heart development
GO:0016055	GO:1905114	biological_function	biological_function	Wnt signaling pathway	cell surface receptor signaling pathway involved in cell-cell signaling
GO:0061311	GO:0007507	biological_function	biological_function	cell surface receptor signaling pathway involved in heart development	heart development
GO:0061311	GO:0007166	biological_function	biological_function	cell surface receptor signaling pathway involved in heart development	cell surface receptor signaling pathway
GO:0003307	GO:0003306	biological_function	biological_function	regulation of Wnt signaling pathway involved in heart development	Wnt signaling pathway involved in heart development
GO:0003307	GO:0030111	biological_function	biological_function	regulation of Wnt signaling pathway involved in heart development	regulation of Wnt signaling pathway
GO:0003307	GO:2000026	biological_function	biological_function	regulation of Wnt signaling pathway involved in heart development	regulation of multicellular organismal development
GO:0030111	GO:0016055	biological_function	biological_function	regulation of Wnt signaling pathway	Wnt signaling pathway
GO:0030111	GO:0009966	biological_function	biological_function	regulation of Wnt signaling pathway	regulation of signal transduction
GO:0003308	GO:0003306	biological_function	biological_function	negative regulation of Wnt signaling pathway involved in heart development	Wnt signaling pathway involved in heart development
